Date,Open,High,Low,Close,Adj Close,Volume
2008-01-17,23.072857,23.622858,22.631428,22.984285,20.677952,439464900
2008-01-18,23.101429,23.678572,22.801428,23.051428,20.738356,431085900
2008-01-22,21.151428,22.854286,20.857143,22.234285,20.003208,608688500
2008-01-23,19.455715,20.000000,18.020000,19.867144,17.873596,843242400
2008-01-24,19.998571,20.100000,18.858572,19.371429,17.427624,501466700
2008-01-25,19.855715,19.870001,18.515715,18.572857,16.709183,388684800
2008-01-28,18.308571,19.028572,18.064285,18.572857,16.709183,368711000
2008-01-29,18.735714,18.969999,18.435715,18.791430,16.905823,274995700
2008-01-30,18.767143,19.350000,18.571428,18.882856,16.988077,310762900
2008-01-31,18.492857,19.521429,18.485714,19.337143,17.396778,336418600
2008-02-01,19.462856,19.512857,18.882856,19.107143,17.189854,252686000
2008-02-04,19.172857,19.414286,18.774286,18.807142,16.919962,224808500
2008-02-05,18.632856,19.142857,18.414286,18.480000,16.625643,285260500
2008-02-06,18.690001,18.845715,17.395714,17.428572,15.679720,393318100
2008-02-07,17.138571,17.825714,16.752857,17.320000,15.582040,520832900
2008-02-08,17.440001,17.957144,17.371429,17.925714,16.126976,338993200
2008-02-11,18.287144,18.568571,18.171429,18.492857,16.637211,300358100
2008-02-12,18.671429,18.714285,17.660000,17.837143,16.047295,306495000
2008-02-13,18.097143,18.540001,17.947144,18.485714,16.630789,242133500
2008-02-14,18.485714,18.685715,18.144285,18.208570,16.381449,238524300
2008-02-15,18.038572,18.154285,17.722857,17.804285,16.017731,225325100
2008-02-19,17.998571,18.107143,17.348572,17.454287,15.702853,251261500
2008-02-20,17.457144,17.799999,17.382856,17.688572,15.913631,241859800
2008-02-21,18.007143,18.067142,17.265715,17.362858,15.620599,234528700
2008-02-22,17.497143,17.501429,16.552856,17.065714,15.353272,382469500
2008-02-25,16.941429,17.167143,16.665714,17.105715,15.389259,314193600
2008-02-26,16.805714,17.298571,16.491428,17.021429,15.313432,376222000
2008-02-27,16.889999,17.578571,16.870001,17.565714,15.803102,368784500
2008-02-28,18.171429,18.885714,17.967142,18.558571,16.696327,404563600
2008-02-29,18.469999,18.601429,17.828571,17.860001,16.067854,313870200
2008-03-03,17.777143,17.997143,16.857143,17.389999,15.645016,398260800
2008-03-04,17.427143,17.840000,17.200001,17.802856,16.016445,446345900
2008-03-05,17.654285,17.877142,17.464285,17.784286,15.999743,305459000
2008-03-06,17.801428,18.214285,17.258572,17.275715,15.542201,368424700
2008-03-07,17.201429,17.568571,17.007143,17.464285,15.711848,307615700
2008-03-10,17.425714,17.637142,17.052856,17.098572,15.382832,249897200
2008-03-11,17.728571,18.211428,17.428572,18.192858,16.367311,290985800
2008-03-12,18.148571,18.382856,17.881428,18.004286,16.197660,264907300
2008-03-13,17.728571,18.500000,17.571428,18.277143,16.443144,315525700
2008-03-14,18.554285,18.614286,17.742857,18.087143,16.272209,289160200
2008-03-17,17.507143,18.370001,17.507143,18.104286,16.287630,268149700
2008-03-18,18.454287,19.000000,18.381428,18.974285,17.070326,301280000
2008-03-19,19.017143,19.184286,18.524286,18.524286,16.665487,252634200
2008-03-20,18.731428,19.041430,18.454287,19.038572,17.128162,227196900
2008-03-24,19.144285,20.121429,19.091429,19.932858,17.932714,266730100
2008-03-25,19.994286,20.442858,19.618572,20.139999,18.119070,263097800
2008-03-26,20.124287,20.820000,20.091429,20.722857,18.643442,295521100
2008-03-27,20.707144,20.758572,19.998571,20.035715,18.025251,249957400
2008-03-28,20.257143,20.664286,20.228571,20.430000,18.379972,178652600
2008-03-31,20.467142,20.815714,20.360001,20.500000,18.442949,192016300
2008-04-01,20.900000,21.379999,20.515715,21.361429,19.217943,258141800
2008-04-02,21.254286,21.600000,20.835714,21.070000,18.955755,261242100
2008-04-03,21.008572,21.947144,21.000000,21.658571,19.485264,262892000
2008-04-04,21.741428,22.101429,21.535715,21.868572,19.674192,213604300
2008-04-07,22.304285,22.812857,22.158571,22.270000,20.035343,289581600
2008-04-08,21.935715,22.350000,21.760000,21.834286,19.643349,253573600
2008-04-09,21.901428,21.984285,21.494286,21.634285,19.463411,218349600
2008-04-10,21.590000,22.202858,21.514286,22.078571,19.863119,238940800
2008-04-11,21.817142,21.900000,20.914286,21.020000,18.910769,302519000
2008-04-14,20.967142,21.321428,20.648571,21.111429,18.993027,211271900
2008-04-15,21.342857,21.388571,20.817142,21.197144,19.070135,174509300
2008-04-16,21.674286,22.014286,21.517143,21.957144,19.753878,198943500
2008-04-17,22.024286,22.285715,21.907143,22.070000,19.855406,176066800
2008-04-18,22.731428,23.180000,22.625713,23.005714,20.697229,256691400
2008-04-21,23.172857,24.071428,23.108572,24.022858,21.612307,259788200
2008-04-22,23.914286,24.000000,22.584286,22.885714,20.589268,359893100
2008-04-23,23.435715,23.548571,23.011429,23.270000,20.934999,376047700
2008-04-24,23.620001,24.282858,22.741428,24.134285,21.712559,424016600
2008-04-25,24.385714,24.442858,23.774286,24.247143,21.814089,248118500
2008-04-28,24.250000,24.821428,24.161428,24.605715,22.136684,196803600
2008-04-29,24.444286,25.094286,24.321428,25.007143,22.497828,230869100
2008-04-30,25.170000,25.714285,24.702858,24.850000,22.356453,284881100
2008-05-01,24.994286,25.714285,24.980000,25.714285,23.134010,225894200
2008-05-02,25.741428,25.988571,25.507143,25.848572,23.254822,251520500
2008-05-05,25.988571,26.472857,25.864286,26.389999,23.741922,213639300
2008-05-06,26.379999,26.731428,26.025715,26.665714,23.989969,229717600
2008-05-07,26.578571,26.885714,25.791430,26.084286,23.466888,289283400
2008-05-08,26.252857,26.642857,26.152857,26.437143,23.784334,224771400
2008-05-09,26.165714,26.321428,25.910000,26.207144,23.577419,168268100
2008-05-12,26.458570,26.981428,26.121429,26.879999,24.182755,204640800
2008-05-13,26.944286,27.350000,26.837143,27.137142,24.414095,205809100
2008-05-14,27.318571,27.462856,26.510000,26.608572,23.938564,229205900
2008-05-15,26.687143,27.128571,26.314285,27.104286,24.384537,218302000
2008-05-16,27.158571,27.185715,26.714285,26.802856,24.113356,191442300
2008-05-19,26.837143,26.955715,25.900000,26.228571,23.596695,236455100
2008-05-20,25.974285,26.594286,25.731428,26.557142,23.892296,242462500
2008-05-21,26.524286,26.850000,25.178572,25.455715,22.901386,289414300
2008-05-22,25.608572,25.904285,24.571428,25.292856,22.754873,301683900
2008-05-23,25.824286,25.998571,25.400000,25.881428,23.284384,226729300
2008-05-27,26.107143,26.632856,25.977142,26.632856,23.960411,197476300
2008-05-28,26.772858,26.850000,26.245714,26.715714,24.034952,185994900
2008-05-29,26.680000,26.885714,26.500000,26.670000,23.993826,161796600
2008-05-30,26.778572,27.077143,26.768572,26.964285,24.258581,152546100
2008-06-02,26.942858,27.092857,26.361429,26.585714,23.917997,169960000
2008-06-03,26.694286,26.885714,26.048571,26.481428,23.824179,187630100
2008-06-04,26.288572,26.727142,26.175714,26.455715,23.801043,181745900
2008-06-05,26.620001,27.120001,26.528572,27.061428,24.345978,188861400
2008-06-06,26.857143,27.135714,26.507143,26.520000,23.858877,241605700
2008-06-09,26.398571,26.420000,25.107143,25.944286,23.340933,472098200
2008-06-10,25.787144,26.682858,25.574286,26.520000,23.858877,285235300
2008-06-11,26.334286,26.571428,25.655714,25.830000,23.238110,240387700
2008-06-12,25.927143,26.085714,24.457144,24.751429,22.267773,327083400
2008-06-13,24.520000,24.879999,23.615715,24.624287,22.153391,336489300
2008-06-16,24.471428,25.414286,24.152857,25.262857,22.727884,262932600
2008-06-17,25.442858,25.998571,25.344286,25.918571,23.317801,224914200
2008-06-18,25.874287,26.028572,25.335714,25.535715,22.973362,202867000
2008-06-19,25.507143,26.048571,25.257143,25.842857,23.249680,197987300
2008-06-20,25.621429,25.857143,25.000000,25.038572,22.526104,222091800
2008-06-23,24.962856,25.125713,24.508572,24.737143,22.254923,161445200
2008-06-24,24.624287,25.111429,24.518572,24.750000,22.266485,155486800
2008-06-25,24.944286,25.547142,24.840000,25.341429,22.798571,161112700
2008-06-26,24.867144,24.977142,24.001429,24.037144,21.625158,217402500
2008-06-27,23.787144,24.367144,23.450001,24.298571,21.860355,260562400
2008-06-30,24.312857,24.571428,23.802856,23.920000,21.519772,171049200
2008-07-01,23.461428,24.959999,23.428572,24.954287,22.450274,277820200
2008-07-02,25.028572,25.350000,24.025715,24.025715,21.614882,209379800
2008-07-03,24.227142,24.595715,23.678572,24.302856,21.864210,130840500
2008-07-07,24.737143,25.304285,24.557142,25.022858,22.511971,205097900
2008-07-08,25.057142,25.671429,24.677143,25.650000,23.076174,222087600
2008-07-09,25.742857,25.844286,24.877142,24.892857,22.395008,223944000
2008-07-10,24.988571,25.334286,24.481428,25.232857,22.700893,210172200
2008-07-11,25.067142,25.301428,24.428572,24.654285,22.180380,232502900
2008-07-14,25.605715,25.614286,24.725714,24.840000,22.347452,221513600
2008-07-15,24.639999,24.820000,23.770000,24.234285,21.802525,260010800
2008-07-16,24.314285,24.704287,24.085714,24.687143,22.209936,186947600
