Date,Open,High,Low,Close,Adj Close,Volume
2007-01-03,12.327143,12.368571,11.700000,11.971429,10.770167,309579900
2007-01-04,12.007143,12.278571,11.974286,12.237143,11.009220,211815100
2007-01-05,12.252857,12.314285,12.057143,12.150000,10.930819,208685400
2007-01-08,12.280000,12.361428,12.182858,12.210000,10.984798,199276700
2007-01-09,12.350000,13.282857,12.164286,13.224286,11.897308,837324600
2007-01-10,13.535714,13.971429,13.350000,13.857142,12.466661,738220000
2007-01-11,13.705714,13.825714,13.585714,13.685715,12.312438,360063200
2007-01-12,13.512857,13.580000,13.318571,13.517143,12.160780,328172600
2007-01-16,13.668571,13.892858,13.635715,13.871428,12.479513,311019100
2007-01-17,13.937143,13.942857,13.545714,13.564285,12.203192,411565000
2007-01-18,13.157143,13.158571,12.721429,12.724286,11.447481,591151400
2007-01-19,12.661428,12.807143,12.588572,12.642858,11.374224,341118400
2007-01-22,12.734285,12.737143,12.235714,12.398571,11.154450,363506500
2007-01-23,12.247143,12.501429,12.215714,12.242857,11.014361,301856100
2007-01-24,12.382857,12.450000,12.297143,12.385715,11.142883,231953400
2007-01-25,12.444285,12.642858,12.290000,12.321428,11.085048,226493400
2007-01-26,12.444285,12.481428,12.141429,12.197143,10.973231,246718500
2007-01-29,12.328571,12.378572,12.218572,12.277143,11.045205,225416100
2007-01-30,12.347143,12.355714,12.178572,12.221429,10.995083,144492600
2007-01-31,12.122857,12.285714,12.050000,12.247143,11.018215,214017300
2007-02-01,12.318571,12.324286,12.105714,12.105714,10.890979,166085500
2007-02-02,12.017143,12.178572,11.957143,12.107142,10.892266,155382500
2007-02-05,12.042857,12.175714,11.991428,11.991428,10.788160,144713100
2007-02-06,12.064285,12.067142,11.837143,12.021428,10.815148,216098400
2007-02-07,12.068571,12.340000,11.935715,12.307143,11.072194,266706300
2007-02-08,12.204286,12.358571,12.201428,12.311429,11.076049,169757700
2007-02-09,12.268572,12.314285,11.887143,11.895715,10.702053,215135200
2007-02-12,12.061429,12.168571,11.947143,12.125714,10.908974,181017900
2007-02-13,12.165714,12.184286,12.042857,12.100000,10.885842,145246500
2007-02-14,12.090000,12.234285,12.081429,12.185715,10.962953,126995400
2007-02-15,12.205714,12.231428,12.111428,12.172857,10.951384,90915300
2007-02-16,12.178572,12.201428,12.094286,12.118571,10.902546,99967000
2007-02-20,12.092857,12.308572,12.022857,12.271428,11.040065,154425600
2007-02-21,12.282857,12.784286,12.280000,12.742857,11.464190,288828400
2007-02-22,12.971429,12.972857,12.647142,12.787143,11.504031,209556200
2007-02-23,12.737143,12.905714,12.692857,12.724286,11.447481,129473400
2007-02-26,12.834286,12.857142,12.515715,12.644286,11.375507,153962200
2007-02-27,12.328571,12.440000,11.915714,11.990000,10.786877,286453300
2007-02-28,11.857142,12.228572,11.857142,12.087143,10.874274,229868800
2007-03-01,12.004286,12.615714,11.964286,12.437143,11.189151,353882200
2007-03-02,12.395715,12.505714,12.172857,12.201428,10.977087,215000100
2007-03-05,12.270000,12.664286,12.251429,12.331429,11.094046,209724900
2007-03-06,12.542857,12.615714,12.485714,12.598572,11.334381,180796700
2007-03-07,12.578571,12.710000,12.492857,12.531428,11.273974,156571100
2007-03-08,12.655714,12.674286,12.494286,12.571428,11.309962,127752800
2007-03-09,12.685715,12.692857,12.485714,12.567142,11.306105,112959000
2007-03-12,12.581429,12.855714,12.570000,12.838572,11.550298,182352100
2007-03-13,12.772857,12.942857,12.628572,12.628572,11.361370,216972700
2007-03-14,12.657143,12.857142,12.560000,12.857142,11.567005,199146500
2007-03-15,12.851429,12.908571,12.758572,12.795714,11.511741,139874700
2007-03-16,12.791429,12.855714,12.760000,12.798572,11.514311,142926000
2007-03-19,12.891429,13.078571,12.798572,13.018572,11.712235,178240300
2007-03-20,13.050000,13.120000,13.008572,13.068571,11.757219,122229100
2007-03-21,13.141429,13.428572,13.092857,13.410000,12.064386,171724000
2007-03-22,13.390000,13.480000,13.285714,13.422857,12.075953,140373100
2007-03-23,13.335714,13.438571,13.328571,13.360000,12.019403,112721000
2007-03-26,13.427143,13.700000,13.328571,13.692857,12.318861,216246800
2007-03-27,13.672857,13.832857,13.571428,13.637143,12.268739,233013200
2007-03-28,13.554286,13.628572,13.307143,13.320000,11.983417,235584300
2007-03-29,13.455714,13.455714,13.175714,13.392858,12.048965,181430900
2007-03-30,13.468572,13.525714,13.250000,13.272857,11.941003,150139500
2007-04-02,13.448571,13.464286,13.288571,13.378572,12.036113,125498100
2007-04-03,13.448571,13.604285,13.394286,13.500000,12.145355,145983600
2007-04-04,13.562857,13.591429,13.447143,13.467143,12.115797,119196000
2007-04-05,13.445714,13.525714,13.360000,13.525714,12.168489,88879000
2007-04-09,13.601429,13.614285,13.291429,13.378572,12.036113,103335400
2007-04-10,13.381429,13.465714,13.344286,13.464286,12.113228,88116700
2007-04-11,13.414286,13.421429,13.190000,13.227143,11.899877,137254600
2007-04-12,13.148571,13.187143,12.960000,13.170000,11.848469,164168900
2007-04-13,12.985714,13.057143,12.865714,12.891429,11.597850,179985400
2007-04-16,12.938571,13.071428,12.892858,13.061429,11.750794,152258400
2007-04-17,13.142858,13.185715,12.814285,12.907143,11.611989,187980100
2007-04-18,12.880000,12.978572,12.800000,12.914286,11.618414,116011000
2007-04-19,12.884286,13.035714,12.832857,12.895715,11.601707,106478400
2007-04-20,12.984285,13.025714,12.935715,12.995714,11.691673,130694900
2007-04-23,13.084286,13.400000,13.060000,13.358571,12.018120,195072500
2007-04-24,13.422857,13.770000,13.042857,13.320000,11.983417,263813200
2007-04-25,13.461429,13.628572,13.400000,13.621428,12.254604,296786000
2007-04-26,14.511429,14.642858,14.042857,14.120000,12.703144,434444500
2007-04-27,14.025714,14.278571,13.955714,14.274285,12.841946,174850900
2007-04-30,14.298572,14.428572,14.238571,14.257143,12.826526,154127400
2007-05-01,14.227143,14.335714,14.078571,14.210000,12.784112,133130900
2007-05-02,14.235714,14.362857,14.210000,14.341429,12.902354,126286300
2007-05-03,14.390000,14.492857,14.287143,14.342857,12.903636,144019400
2007-05-04,14.400000,14.514286,14.357142,14.401428,12.956331,95496800
2007-05-07,14.440000,14.907143,14.430000,14.845715,13.356038,215389300
2007-05-08,14.781428,15.021428,14.774285,15.008572,13.502550,195999300
2007-05-09,14.987143,15.280000,14.984285,15.268572,13.736461,179439400
2007-05-10,15.232857,15.548572,15.131429,15.334286,13.795582,299314400
2007-05-11,15.391429,15.590000,15.254286,15.534286,13.975514,163424100
2007-05-14,15.660000,15.714286,15.464286,15.622857,14.055198,162986600
2007-05-15,15.652857,15.742857,15.211429,15.360000,13.818715,238628600
2007-05-16,15.504286,15.547143,14.774285,15.334286,13.795582,281691900
2007-05-17,15.307143,15.695714,15.307143,15.634286,14.065480,183822800
2007-05-18,15.747143,15.805715,15.681429,15.717143,14.140022,155336300
2007-05-21,15.758572,16.064285,15.721429,15.997143,14.391928,159973100
2007-05-22,16.070000,16.250000,16.001429,16.219999,14.592419,143102400
2007-05-23,16.288572,16.428572,16.084286,16.127142,14.508883,227843700
2007-05-24,16.115715,16.351429,15.767143,15.812857,14.226130,221840500
2007-05-25,16.000000,16.254286,15.928572,16.231428,14.602702,158239900
2007-05-29,16.350000,16.408571,16.098572,16.335714,14.696525,161423500
2007-05-30,16.328571,16.982857,16.218571,16.967142,15.264592,369611200
2007-05-31,17.152857,17.452858,17.077143,17.312857,15.575615,324266600
2007-06-01,17.299999,17.312857,16.898571,16.914286,15.217038,221315500
2007-06-04,16.947144,17.389999,16.842857,17.332857,15.593610,221668300
2007-06-05,17.344286,17.527143,17.214285,17.524286,15.765834,230196400
2007-06-06,17.471428,17.721428,17.421429,17.662857,15.890496,278060300
2007-06-07,17.855715,18.230000,17.598572,17.724285,15.945763,478769900
2007-06-08,17.974285,17.975714,17.469999,17.784286,15.999743,310420600
2007-06-11,18.000000,18.021429,17.077143,17.170000,15.447093,468564600
2007-06-12,17.049999,17.387142,16.901428,17.197144,15.471511,356641600
2007-06-13,17.307142,17.312857,16.485714,16.785715,15.101369,430338300
2007-06-14,16.742857,17.064285,16.631428,16.964285,15.262021,243316500
2007-06-15,17.231428,17.238571,17.122858,17.214285,15.486937,202804700
2007-06-18,17.611429,17.882856,17.505714,17.870001,16.076851,227651200
2007-06-19,17.812857,17.858572,17.558571,17.665714,15.893066,235756500
2007-06-20,17.695715,17.808571,17.357143,17.364286,15.621882,224378000
2007-06-21,17.385714,17.755714,17.245714,17.700001,15.923913,216761300
2007-06-22,17.692858,17.778572,17.482857,17.571428,15.808242,157969000
2007-06-25,17.741428,17.870001,17.294285,17.477142,15.723417,241350900
2007-06-26,17.711428,17.714285,16.959999,17.092857,15.377694,336251300
2007-06-27,17.230000,17.434286,17.037144,17.412857,15.665577,243674200
2007-06-28,17.480000,17.498571,17.142857,17.222857,15.494645,209535900
2007-06-29,17.424286,17.714285,17.298571,17.434286,15.684861,284460400
2007-07-02,17.292856,17.441429,17.042856,17.322857,15.584611,248715600
2007-07-03,17.428572,18.200001,17.357143,18.167143,16.344177,290620400
2007-07-05,18.400000,18.995714,18.384285,18.964285,17.061335,363262900
2007-07-06,19.018572,19.048571,18.628571,18.900000,17.003496,218673700
2007-07-09,18.911428,18.985714,18.454287,18.618572,16.750311,248955000
2007-07-10,18.411428,19.214285,18.401428,18.907143,17.009926,313751900
2007-07-11,18.867144,19.100000,18.758572,18.912857,17.015068,205443000
2007-07-12,19.121429,19.177143,18.912857,19.152857,17.230982,176152200
2007-07-13,19.290001,19.692858,19.217142,19.675714,17.701376,226901500
2007-07-16,19.770000,19.997143,19.642857,19.728571,17.748930,234028200
2007-07-17,19.757143,19.942858,19.642857,19.844286,17.853033,177489900
2007-07-18,19.741428,19.777143,19.434286,19.731428,17.751501,189214200
2007-07-19,20.042856,20.115715,19.950001,20.000000,17.993118,183222900
2007-07-20,20.235714,20.597143,20.000000,20.535715,18.475080,291943400
2007-07-23,20.472857,20.745714,20.132856,20.528572,18.468651,259122500
2007-07-24,19.840000,20.142857,19.164286,19.270000,17.336370,448823200
2007-07-25,19.621429,19.765715,19.285715,19.608572,17.640974,374045700
2007-07-26,20.844286,21.214285,19.565714,20.857143,18.764254,546657300
2007-07-27,20.884285,21.274286,20.540001,20.549999,18.487930,290274600
2007-07-30,20.618572,20.778572,19.938572,20.204287,18.176910,276747100
2007-07-31,20.424286,20.497143,18.788572,18.822857,16.934092,440598200
2007-08-01,19.091429,19.340000,18.252857,19.285715,17.350510,437539200
2007-08-02,19.521429,19.565714,19.164286,19.498571,17.542011,213161200
2007-08-03,19.322857,19.421429,18.785715,18.835714,16.945665,169796900
2007-08-06,18.985714,19.324286,18.328571,19.321428,17.382633,231292600
2007-08-07,19.277143,19.605715,18.947144,19.290001,17.354368,237484100
2007-08-08,19.537144,19.551428,18.857143,19.144285,17.223278,202024200
2007-08-09,18.730000,19.000000,17.870001,18.055714,16.243931,281348900
2007-08-10,17.588572,18.250000,17.185715,17.857143,16.065285,352687300
2007-08-13,18.331429,18.478571,18.071428,18.255714,16.423866,188227900
2007-08-14,18.327143,18.328571,17.672857,17.718571,15.940619,184751700
2007-08-15,17.534286,17.837143,17.092857,17.128571,15.409820,248213000
2007-08-16,16.715714,16.928572,15.945714,16.721428,15.043532,466672500
2007-08-17,17.430000,17.642857,17.117144,17.437143,15.687428,298765600
2007-08-20,17.708570,17.785715,17.214285,17.459999,15.707994,200829300
2007-08-21,17.458570,18.422857,17.285715,18.224285,16.395590,325761800
2007-08-22,18.745714,18.964285,18.618572,18.930000,17.030487,265441400
2007-08-23,19.012857,19.048571,18.537144,18.724285,16.845413,216709500
2007-08-24,18.647142,19.338572,18.544285,19.328571,17.389065,227958500
2007-08-27,19.055714,19.237143,18.871429,18.892857,16.997072,176859900
2007-08-28,18.712856,18.915714,18.090000,18.117144,16.299196,294841400
2007-08-29,18.554285,19.168571,18.505714,19.154285,17.232264,291715200
2007-08-30,18.952858,19.750000,18.900000,19.464285,17.511164,358895600
2007-08-31,19.927143,19.950001,19.629999,19.782858,17.797768,219221800
2007-09-04,19.991428,20.818571,19.977142,20.594286,18.527771,329210700
2007-09-05,20.709999,20.834286,19.442858,19.537144,17.576710,582055600
2007-09-06,19.365715,19.652857,18.958570,19.287144,17.351791,475315400
2007-09-07,18.858572,18.900000,18.571428,18.824286,16.935381,357644000
2007-09-10,19.570000,19.719999,19.135714,19.530001,17.570280,371959700
2007-09-11,19.700001,19.757143,19.107143,19.355715,17.413486,242971400
2007-09-12,19.427143,19.914286,19.392857,19.549999,17.588280,255692500
2007-09-13,19.832857,19.857143,19.521429,19.600000,17.633257,164040800
2007-09-14,19.510000,19.854286,19.457144,19.830000,17.840178,151830000
2007-09-17,19.855715,20.084286,19.657143,19.772858,17.788773,198342900
2007-09-18,19.865715,20.407143,19.690001,20.131428,18.111357,266022400
2007-09-19,20.431429,20.451429,19.914286,20.110001,18.092083,256720100
2007-09-20,20.021429,20.255714,19.902857,20.044285,18.032961,172960200
2007-09-21,20.162857,20.664286,20.044285,20.592857,18.526485,284720100
2007-09-24,20.961428,21.407143,20.950001,21.182858,19.057287,263040400
2007-09-25,20.977142,21.888571,20.974285,21.882856,19.687040,298137700
2007-09-26,22.067142,22.142857,21.607143,21.824286,19.634350,243817000
2007-09-27,21.967142,22.074286,21.760000,22.071428,19.856695,164549700
2007-09-28,21.920000,22.085714,21.821428,21.924286,19.724316,153775300
2007-10-01,22.090000,22.487143,21.847143,22.334286,20.093178,209267100
2007-10-02,22.364286,22.655714,22.270000,22.635714,20.364357,198017400
2007-10-03,22.540001,22.740000,22.430000,22.559999,20.296236,173129600
2007-10-04,22.571428,22.582857,21.928572,22.320000,20.080324,164239600
2007-10-05,22.624287,23.082857,22.528572,23.064285,20.749926,235867800
2007-10-08,23.355715,23.987143,23.281429,23.987143,21.580175,208982200
2007-10-09,24.314285,24.444286,23.811428,23.980000,21.573753,276071600
2007-10-10,23.935715,23.982857,23.657143,23.827143,21.436232,166897500
2007-10-11,24.212856,24.554285,21.887142,23.175714,20.850170,410998000
2007-10-12,23.287144,23.897142,23.114286,23.892857,21.495352,247044000
2007-10-15,23.997143,24.224285,23.357143,23.854286,21.460651,269482500
2007-10-16,23.648571,24.311428,23.592857,24.225714,21.794809,266957600
2007-10-17,24.670000,24.719999,24.168571,24.678572,22.202227,281903300
2007-10-18,24.500000,24.884285,24.435715,24.785715,22.298618,205919000
2007-10-19,24.891428,24.947144,24.285715,24.345715,21.902767,322945000
2007-10-22,24.335714,24.985714,24.280001,24.908571,22.409147,412374900
2007-10-23,26.937143,26.942858,26.108572,26.594286,23.925709,448791000
2007-10-24,26.544285,26.744286,25.605715,26.561428,23.896151,322120400
2007-10-25,26.410000,26.557142,25.951429,26.111429,23.491308,243400500
2007-10-26,26.469999,26.481428,26.125713,26.385714,23.738068,176719200
2007-10-29,26.492857,26.655714,26.385714,26.441429,23.788197,135138500
2007-10-30,26.597143,27.052856,26.389999,26.714285,24.033667,234853500
2007-10-31,26.804285,27.160000,26.421429,27.135714,24.412811,208327700
2007-11-01,26.942858,27.157143,25.714285,26.777143,24.090221,201259100
2007-11-02,27.030001,27.062857,26.212856,26.838572,24.145485,250528600
2007-11-05,26.469999,26.994286,26.320000,26.597143,23.928284,201044200
2007-11-06,26.721428,27.428572,26.467142,27.398571,24.649290,238681800
2007-11-07,27.230000,27.525715,26.590000,26.614286,23.943703,248581900
2007-11-08,26.667143,26.700001,23.967142,25.067142,22.551805,472594500
2007-11-09,24.450001,25.017143,23.601429,23.624287,21.253725,381595200
2007-11-12,23.611429,23.957144,21.518572,21.965714,19.761591,442266300
2007-11-13,22.978571,24.425714,21.965714,24.280001,21.843653,434861700
2007-11-14,25.308571,25.367144,23.391428,23.730000,21.348837,362292000
2007-11-15,23.770000,24.227142,22.900000,23.471428,21.116211,371852600
2007-11-16,23.614286,23.860001,22.761429,23.770000,21.384825,345873500
2007-11-19,23.728571,24.028572,23.157143,23.421429,21.071232,288607200
2007-11-20,23.667143,24.541430,23.361429,24.121429,21.700991,385910700
2007-11-21,23.691429,24.621429,23.524286,24.065714,21.650866,304452400
2007-11-23,24.571428,24.578571,24.250000,24.505714,22.046715,116439400
2007-11-26,24.798571,25.324286,24.621429,24.648571,22.175241,326438700
2007-11-27,25.031429,25.112858,24.287144,24.972857,22.466980,329257600
2007-11-28,25.260000,25.799999,25.049999,25.745714,23.162289,287728000
2007-11-29,25.632856,26.452858,25.592857,26.327143,23.685373,262731700
2007-11-30,26.762857,26.814285,25.671429,26.031429,23.419334,296950500
2007-12-03,25.980000,26.305714,25.385714,25.551428,22.987499,240367400
2007-12-04,25.307142,25.842857,25.284286,25.687143,23.109591,193449900
2007-12-05,26.127142,26.571428,26.058571,26.500000,23.840887,223100500
2007-12-06,26.598572,27.157143,26.588572,27.135714,24.412811,224952700
2007-12-07,27.219999,27.855715,26.862858,27.757143,24.971876,266516600
2007-12-10,27.655714,27.951429,27.527143,27.744286,24.960314,180594400
2007-12-11,27.821428,28.118572,26.770000,26.934286,24.231594,277731300
2007-12-12,27.634285,27.782858,26.537144,27.265715,24.529764,306415200
2007-12-13,27.170000,27.445715,26.831429,27.404285,24.654434,216154400
2007-12-14,27.195715,27.600000,27.077143,27.198572,24.469358,168578200
2007-12-17,27.245714,27.521429,26.139999,26.342857,23.699509,256173400
2007-12-18,26.645714,26.761429,25.514286,26.139999,23.517010,305650800
2007-12-19,26.139999,26.377142,25.842857,26.160000,23.535006,206869600
2007-12-20,26.490000,26.832857,26.190001,26.744286,24.060656,193514300
2007-12-21,27.160000,27.701429,27.127142,27.701429,24.921757,248490200
2007-12-24,27.861429,28.475714,27.827143,28.400000,25.550232,120050700
2007-12-26,28.430000,28.708570,28.117144,28.421429,25.569511,175933100
2007-12-27,28.421429,28.994286,28.257143,28.367144,25.520670,198881900
2007-12-28,28.655714,28.794285,28.125713,28.547142,25.682610,174911800
2007-12-31,28.500000,28.642857,28.250000,28.297142,25.457693,134833300
2008-01-02,28.467142,28.608572,27.507143,27.834286,25.041281,269794700
2008-01-03,27.915714,28.198572,27.527143,27.847143,25.052847,210516600
2008-01-04,27.350000,27.571428,25.555714,25.721428,23.140436,363958000
2008-01-07,25.892857,26.228571,24.318571,25.377142,22.830696,518048300
2008-01-08,25.734285,26.065714,24.400000,24.464285,22.009445,380954000
2008-01-09,24.471428,25.642857,24.042856,25.628571,23.056898,453470500
2008-01-10,25.368572,25.857143,25.058571,25.431429,22.879536,370743800
2008-01-11,25.142857,25.407143,24.285715,24.670000,22.194515,308071400
2008-01-14,25.360001,25.631428,25.024286,25.540001,22.977213,275112600
2008-01-15,25.388571,25.602858,23.522858,24.148571,21.725409,585819500
2008-01-16,23.604286,24.144285,22.385714,22.805714,20.517296,553461300
